,Unnamed: 0,Nombre,URL Imagen,URL Imagen Pacto,Distrito,Partido,Pacto,Resumen,Links,Facebook,Instagram,Twitter,Imagen Github,Imagen Partido Github
370,370,Miguel Angel Fonseca Carrillo,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884220.png,Distrito 8,Partido Unión Patriótica,Partido Unión Patriotica,Aún Miguel Angel Fonseca Carrillo no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Miguel Angel Fonseca Carrillo.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Unión Patriótica.png
371,371,Miguel Elias Esbir Barco,https://quienesson.cl/assets/images/candidatos/1612202381.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Vamos Por Chile,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Miguel Elias Esbir Barco.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
372,372,Natalie Alejandra Arriagada Acosta,https://quienesson.cl/assets/images/candidatos/1612912823.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO,Aún Natalie Alejandra Arriagada Acosta no nos entrega información sobre su candidatura.,Estamos actualizando la información,https://www.facebook.com/natalie.a.acosta,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Natalie Alejandra Arriagada Acosta.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
373,373,Nidia Fernanda Canales Bustos,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Comunidad Independiente Venseremos,Aún Nidia Fernanda Canales Bustos no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Nidia Fernanda Canales Bustos.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
374,374,Pablo Andres Cruz Ramirez,https://quienesson.cl/assets/images/candidatos/1611110525.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,La Lista Del Pueblo,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Pablo Andres Cruz Ramirez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
375,375,Palomba Jael Albarracin Mori,https://quienesson.cl/assets/images/candidatos/candidato_1611011423.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,La Lista Del Pueblo,,Estamos actualizando la información,https://www.facebook.com/palomba.constituyente,https://www.instagram.com/palomba_constituyente/,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Palomba Jael Albarracin Mori.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
376,376,Patricia Elizabeth Lillo Reyes,https://quienesson.cl/assets/images/candidatos/1612912861.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO,Aún Patricia Elizabeth Lillo Reyes no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,https://twitter.com/PattyLillo2,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Patricia Elizabeth Lillo Reyes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
377,377,Patricia Javiera Lopez Menadier,https://quienesson.cl/assets/images/candidatos/1612382393.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Apruebo Dignidad,,Estamos actualizando la información,Sin facebook,https://www.instagram.com/patricialopezmenadier,https://twitter.com/patylopezm,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Patricia Javiera Lopez Menadier.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
378,378,Pedro Tomas Bustamante Perez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 8,Partido Ecologista Verde,Partido Ecologista Verde,Aún Pedro Tomas Bustamante Perez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Pedro Tomas Bustamante Perez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
379,379,Rene Cortazar Sanz,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610862344.png,Distrito 8,Democracia Cristiana,Lista del Apruebo,Aún Rene Cortazar Sanz no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Rene Cortazar Sanz.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Democracia Cristiana.png
380,380,Rene Luis Naranjo Sotomayor,https://quienesson.cl/assets/images/candidatos/1612912922.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Apruebo Dignidad,Aún Rene Luis Naranjo Sotomayor no nos entrega información sobre su candidatura.,Estamos actualizando la información,https://www.facebook.com/renenaranjoscl/,https://www.instagram.com/renenaranjo/,https://twitter.com/renenaranjo,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Rene Luis Naranjo Sotomayor.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
381,381,Sebastian Alexis Aviles Tapia,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 8,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,Aún Sebastian Alexis Aviles Tapia no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Sebastian Alexis Aviles Tapia.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
382,382,Tatiana Karina Urrutia Herrera,https://quienesson.cl/assets/images/candidatos/1612913014.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610862093.png,Distrito 8,Revolución Democrática,Apruebo Dignidad,Aún Tatiana Karina Urrutia Herrera no nos entrega información sobre su candidatura.,Estamos actualizando la información,https://www.facebook.com/tatiurru/,Sin instagram,https://twitter.com/tatiurru,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Tatiana Karina Urrutia Herrera.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Revolución Democrática.png
383,383,Teresa Adriana Poblete Pinochet,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO,Aún Teresa Adriana Poblete Pinochet no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Teresa Adriana Poblete Pinochet.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
384,384,Tomas Guevara AgÜero,https://quienesson.cl/assets/images/candidatos/1612286340.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 8,Independiente,Vamos Por Chile,,Estamos actualizando la información,https://www.facebook.com/TomasGuevaraConstituyenteDistrito8,https://www.instagram.com/guevaradistrito8,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Tomas Guevara AgÜero.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
385,385,Valentina Andrea Miranda Arce,https://quienesson.cl/assets/images/candidatos/1612912974.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610859999.png,Distrito 8,Partido Comunista de Chile,Apruebo Dignidad,Aún Valentina Andrea Miranda Arce no nos entrega información sobre su candidatura.,Estamos actualizando la información,https://www.facebook.com/ValentinaMirandaConstituyente,Sin instagram,https://twitter.com/ValeMirandaCC,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Valentina Andrea Miranda Arce.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Comunista de Chile.png
386,386,Adrian Alberto Valencia Vidal,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 9,Partido Ecologista Verde,Partido Ecologista Verde,Aún Adrian Alberto Valencia Vidal no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Adrian Alberto Valencia Vidal.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
387,387,Alejandra Pia Perez Espina,https://quienesson.cl/assets/images/candidatos/1611110606.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 9,Independiente,La Lista Del Pueblo Distrito 9,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Alejandra Pia Perez Espina.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
388,388,Alejandra Rosa Acevedo Escobar,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 9,Independiente,Lista del Apruebo,Aún Alejandra Rosa Acevedo Escobar no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Alejandra Rosa Acevedo Escobar.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
389,389,Anaiza Gabriela Fabre Venegas,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 9,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,Aún Anaiza Gabriela Fabre Venegas no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Anaiza Gabriela Fabre Venegas.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
390,390,Barbara Sepulveda Hales,https://quienesson.cl/assets/images/candidatos/1611352650.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610859999.png,Distrito 9,Partido Comunista de Chile,Apruebo Dignidad,,Estamos actualizando la información,Sin facebook,https://www.instagram.com/barbarasepulvedah/,https://twitter.com/BSepulvedaHales,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Barbara Sepulveda Hales.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Comunista de Chile.png
391,391,Catalina Bosch Carcuro,https://quienesson.cl/assets/images/candidatos/1612384964.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 9,Independiente,MOVIMIENTOS SOCIALES PLURINACIONALES E INDEPENDIENTES,,Estamos actualizando la información,https://www.facebook.com/CatalinaBoschCa/,https://www.instagram.com/catalinaboschca/,https://twitter.com/catalinaboschca,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Catalina Bosch Carcuro.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
392,392,Cesar Antonio Sepulveda Jara,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 9,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,Aún Cesar Antonio Sepulveda Jara no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Cesar Antonio Sepulveda Jara.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
393,393,Cesar Valenzuela Maass,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610861824.png,Distrito 9,Partido Socialista de Chile,Lista del Apruebo,Aún Cesar Valenzuela Maass no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Cesar Valenzuela Maass.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Socialista de Chile.png
394,394,Claudia Macarena Fernandez Contreras,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884220.png,Distrito 9,Partido Unión Patriótica,Partido Unión Patriotica,Aún Claudia Macarena Fernandez Contreras no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Claudia Macarena Fernandez Contreras.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Unión Patriótica.png
395,395,Daniela Paz Riveros Ovalle,https://quienesson.cl/assets/images/candidatos/1613780761.jpg,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 9,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,,Estamos actualizando la información,https://www.facebook.com/Danielariverosdistrito9,https://www.instagram.com/daniela.riveros.constituyente/,https://twitter.com/DaniRiverosO,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Daniela Paz Riveros Ovalle.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
396,396,Duilio Renzo De Lapeyra Palma,https://quienesson.cl/assets/images/candidatos/1612407833.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610858992.png,Distrito 9,IND - Evópoli,Vamos Por Chile,,Estamos actualizando la información,https://www.facebook.com/duilio.delapeyra,https://www.instagram.com/duilio.constituyente.d9,https://twitter.com/duiliocorre,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Duilio Renzo De Lapeyra Palma.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/IND - Evópoli.png
397,397,Eduardo Patricio Puran Puran,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 9,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,Aún Eduardo Patricio Puran Puran no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Eduardo Patricio Puran Puran.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
398,398,Eric David Campos Bonta,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610859999.png,Distrito 9,Partido Comunista de Chile,Apruebo Dignidad,Aún Eric David Campos Bonta no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,https://twitter.com/ericcamposb,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Eric David Campos Bonta.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Comunista de Chile.png
